"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R356","LEFFERTS BLVD-LIBERTY AVE     ",2020-11-21,"47",16839,37342
"R357","NORTH CONDUIT AVE-COHANCEY    ",2020-11-21,"47",1987,5015
"R358","BEACH 25TH STREET-WAVECREST   ",2020-11-21,"47",4225,9704
"R359","COURT SQ-23 ST                ",2020-11-21,"47",25724,102818
"R360","21ST STREET-JACKSON AVENUE    ",2020-11-21,"47",4067,10174
"R361","PELHAM PKWY-WHITE PLAINS RD   ",2020-11-21,"47",15447,43402
"R362","ALLERTON AV-WHITE PLAINS RD   ",2020-11-21,"47",9727,27909
"R363","BURKE AVE-WHITE PLAINS ROAD   ",2020-11-21,"47",6430,17899
"R364","GUNHILL RD-WHITE PLAINS RD    ",2020-11-21,"47",11018,37427
"R365","219TH ST-WHITE PLAINS ROAD    ",2020-11-21,"47",5961,18919
"R366","225TH ST-WHITE PLAINS ROAD    ",2020-11-21,"47",7502,22226
"R367","233RD ST-WHITE PLAINS ROAD    ",2020-11-21,"47",9884,25524
"R368","9TH AVENUE-39TH STREET        ",2020-11-21,"47",14326,33624
"R369","FORT HAMILTON PKWY-45TH ST    ",2020-11-21,"47",11936,24242
"R370","71ST STREET-NEW UTRECHT AVE   ",2020-11-21,"47",12719,32548
"R371","79TH STREET-17TH AVENUE       ",2020-11-21,"47",14222,37312
"R372","18TH AVENUE-86TH STREET       ",2020-11-21,"47",14286,35465
"R373","20TH AVENUE-86TH STREET       ",2020-11-21,"47",12609,30952
"R374","BAY PARKWAY-86TH STREET       ",2020-11-21,"47",18250,42757
"R375","NEW LOTS AV-VAN SINDEREN AV   ",2020-11-21,"47",9401,20285
"R376","EAST 105TH ST-FARRAGUT ROAD   ",2020-11-21,"47",8026,18094
"R377","FLUSHING AVE-BROADWAY         ",2020-11-21,"47",20980,51486
"R378","MYRTLE AVENUE-BROADWAY        ",2020-11-21,"47",22207,74376
"R379","KOSCIUSZKO STREET-BROADWAY    ",2020-11-21,"47",11092,34079
"R380","GATES AVENUE-BROADWAY         ",2020-11-21,"47",14563,43526
"R381","HALSEY STREET-BROADWAY        ",2020-11-21,"47",13214,40284
"R382","GRANT AVENUE-PITKIN AVENUE    ",2020-11-21,"47",12780,33279
"R383","HUDSON STREET-78TH STREET     ",2020-11-21,"47",9635,25433
"R384","BOYD STREET-88TH STREET       ",2020-11-21,"47",6698,16466
"R385","ROCKAWAY BLVD-LIBERTY AVE     ",2020-11-21,"47",15591,37237
"R386","174TH STREET-SOUTHERN BLVD    ",2020-11-21,"47",13879,34792
"R387","EAST TREMONT AVENUE-178 ST    ",2020-11-21,"47",12700,34612
"R388","EAST 180TH ST-MORRIS PARK     ",2020-11-21,"47",20437,37816
"R389","BRONX PARK EAST               ",2020-11-21,"47",4415,12844
"R390","8TH AVENUE-62ND STREET        ",2020-11-21,"47",23864,72368
"R391","FORT HAMILTON PARKWAY-62ND    ",2020-11-21,"47",13920,35882
"R392","18TH AVENUE-62ND STREET       ",2020-11-21,"47",12707,26472
"R393","20TH AVENUE-62ND STREET       ",2020-11-21,"47",8841,23163
"R394","BAY PARKWAY-66TH STREET       ",2020-11-21,"47",17169,39571
"R395","KINGS HIGHWAY-WEST 7TH ST     ",2020-11-21,"47",12656,27925
"R396","AVENUE U-WEST 7TH STREET      ",2020-11-21,"47",8762,19841
"R397","86TH STREET-AVENUE V          ",2020-11-21,"47",6091,12442
"R398","NEW UTRECHT AVENUE-62ND ST    ",2020-11-21,"47",13080,29073
"R399","25TH AVENUE-86TH STREET       ",2020-11-21,"47",9828,28255
"R400","BAY 50TH STREET-STILLWELL     ",2020-11-21,"47",5932,15929
"R401","CENTRAL AVE-MYRTLE AVE        ",2020-11-21,"47",8129,31912
"R402","SENECA AVENUE-PALMETTO ST     ",2020-11-21,"47",7274,23065
"R403","FOREST AVENUE-PUTNAM AVENUE   ",2020-11-21,"47",9854,27148
"R404","FRESH POND ROAD-68TH AVENUE   ",2020-11-21,"47",14479,36103
"R405","JACKSON AVENUE-WESTCHESTER    ",2020-11-21,"47",11377,30785
"R406","PROSPECT AVENUE-WESTCHESTER   ",2020-11-21,"47",14548,39296
"R407","INTERVALE 163RD STREET        ",2020-11-21,"47",7175,17900
"R408","SIMPSON ST-WESTCHESTER AVE    ",2020-11-21,"47",17501,44240
"R409","FREEMAN ST-SOUTHERN BLVD      ",2020-11-21,"47",9709,25106
"R411","PARK PLACE-FRANKLIN AVENUE    ",2020-11-21,"47",3362,9740
"R412","BOTANIC GARDEN-FRANKLIN AVE   ",2020-11-21,"47",2261,8079
"R413","KNICKERBOCKER AVE-MYRTLE AV   ",2020-11-21,"47",9583,32304
"R414","HOWARD BEACH-159TH AVE        ",2020-11-21,"47",3166,13643
"R415","BROAD CHANNEL-NOEL ROAD       ",2020-11-21,"47",646,1711
"R416","HOLLAND-BEACH 90TH STREET     ",2020-11-21,"47",1693,4155
"R417","PLAYLAND-BEACH 98TH STREET    ",2020-11-21,"47",820,2263
"R418","SEASIDE BEACH-105TH STREET    ",2020-11-21,"47",435,1090
"R419","ROCKAWAY PARK-BEACH 116TH     ",2020-11-21,"47",1405,3282
"R420","DITMAS AVE-MCDONALD AVE       ",2020-11-21,"47",9053,25540
"R421","AVENUE I-MCDONALD AVENUE      ",2020-11-21,"47",3822,12556
"R422","MCDONALD AVE-22ND AVE         ",2020-11-21,"47",1872,6312
"R423","AVENUE N-MCDONALD AVENUE      ",2020-11-21,"47",6327,18664
"R424","AVENUE P-MCDONALD AVENUE      ",2020-11-21,"47",5521,15709
"R425","AVENUE U-MCDONALD AVENUE      ",2020-11-21,"47",3678,11805
"R426","NEPTUNE AVE-MCDONALD AVENUE   ",2020-11-21,"47",2600,9199
"R427","MIDDLETOWN ROAD-WESTCHESTER   ",2020-11-21,"47",3930,11249
"R428","BUHRE AVE-WESTCHESTER AVE     ",2020-11-21,"47",8243,20837
"R429","PELHAM BAY PARK-BRUCKNER BL   ",2020-11-21,"47",11225,29186
"R430","PELHAM PKWY-ESPLANADE         ",2020-11-21,"47",5906,17775
"R431","DYRE AVENUE-LIGHT STREET      ",2020-11-21,"47",9313,23524
"R432","CHAUNCEY STREET-ROCKAWAY AV   ",2020-11-21,"47",7376,20090
"R433","ALABAMA AVENUE-FULTON ST      ",2020-11-21,"47",4841,9422
"R434","VAN SICLEN AVENUE-FULTON ST   ",2020-11-21,"47",7093,15518
"R435","CLEVELAND STREET-FULTON ST    ",2020-11-21,"47",7397,17501
"R436","NORWOOD AVENUE-FULTON ST      ",2020-11-21,"47",7646,18410
"R437","CRESCENT STREET-FULTON ST     ",2020-11-21,"47",12156,25972
"R438","RALPH AVENUE-FULTON STREET    ",2020-11-21,"47",11833,33418
"R439","ROCKAWAY AVE-HOPKINSON AVE    ",2020-11-21,"47",11512,32590
"R440","LIBERTY AVE-PENNSYLVANIA AV   ",2020-11-21,"47",5578,14418
"R441","VAN SICLEN AVE-PITKIN AVE     ",2020-11-21,"47",6858,16894
"R442","SHEPHERD AVE-PITKIN AVE       ",2020-11-21,"47",7026,17908
"R443","170TH STREET-GRAND CONC.      ",2020-11-21,"47",15542,37826
"R444","238TH ST-WHITE PLAINS ROAD    ",2020-11-21,"47",5745,16562
"R445","138TH STREET-3RD AVE          ",2020-11-21,"47",18989,44899
"R446","BROOK AVENUE-138TH STREET     ",2020-11-21,"47",16008,33931
"R447","CYPRESS AVENUE-138TH STREET   ",2020-11-21,"47",8012,18794
"R448","EAST 143RD ST-SOUTHERN BLVD   ",2020-11-21,"47",2671,6748
"R449","EAST 149TH ST-SOUTHERN BLVD   ",2020-11-21,"47",12167,27343
"R450","LONGWOOD AVE-SOUTHERN BLVD    ",2020-11-21,"47",7827,14244
"R451","WINTHROP ST-NOSTRAND AVE      ",2020-11-21,"47",15185,40565
"R452","72ND STREET & BROADWAY        ",2020-11-21,"47",65001,245374
"R453","23RD STREET-6TH AVENUE        ",2020-11-21,"47",16779,87626
"R455","25TH STREET-4TH AVENUE        ",2020-11-21,"47",2123,3604
"R456","HOYT STREET-FULTON STREET     ",2020-11-21,"47",4511,13352
"R460","MARCY AVENUE-BROADWAY         ",2020-11-21,"47",27233,89484
"R461","BROADWAY LAFAYETTE-BLEECKER   ",2020-11-21,"47",29736,146419
"R462","CANAL STREET-BROADWAY         ",2020-11-21,"47",21785,92302
"R463","CANAL ST-LAFAYETTE ST EAST    ",2020-11-21,"47",27101,118681
"R464","AQUEDUCT RACE TRACK           ",2020-11-21,"47",4040,11072
"R468","RI TRAMWAY (MANHATTAN)        ",2020-11-21,"47",8106,17089
"R469","RI TRAMWAY (ROOSEVELT)        ",2020-11-21,"47",9220,18676
"R535","AIRTRAIN @ HOWARD BEACH       ",2020-11-21,"47",6590,44662
"R536","AIRTRAIN JAMAICA CENTER 1     ",2020-11-21,"47",18613,127613
"R540","PA-PATH WORLD TRADE CNTR      ",2020-11-21,"47",48571,113716
"R541","PA-PATH THIRTY THIRD ST       ",2020-11-21,"47",26135,83912
"R542","PA-PATH TWENTY THIRD ST       ",2020-11-21,"47",5787,22882
"R543","PA-PATH EXCHANGE PLACE        ",2020-11-21,"47",9464,33477
"R544","PA-PATH HARRISON              ",2020-11-21,"47",6603,16986
"R545","PA-PATH 14TH STREET           ",2020-11-21,"47",8929,24514
"R546","PA-PATH PAVONIA/NEWPORT       ",2020-11-21,"47",9361,33464
"R547","PA-PATH 9TH STREET            ",2020-11-21,"47",4392,15577
"R548","PA-PATH CHRISTOPHER ST        ",2020-11-21,"47",5072,14938
"R549","PA-PATH NEWARK                ",2020-11-21,"47",27204,68001
"R550","PA-PATH HOBOKEN               ",2020-11-21,"47",17745,71463
"R551","PA-PATH GROVE ST              ",2020-11-21,"47",14635,45035
"R552","PA-PATH JOURNAL SQUARE        ",2020-11-21,"47",25900,54678
"R555","SBS-M15 @ LIVINGSTON PLAZA    ",2020-11-21,"47",211,307
"R556","SBS-BX12 @ LIVINGSTON PLAZA   ",2020-11-21,"47",960,3846
"R557","SBS-M34 @ LIVINGSTON PLAZA    ",2020-11-21,"47",87,131
"R558","SBS-BX41 @ LIVINGSTON PLAZA   ",2020-11-21,"47",467,881
"R559","SBS-B44 @ LIVINGSTON PLAZA    ",2020-11-21,"47",260,751
"R560","SBS-M60 @ LIVINGSTON PLAZA    ",2020-11-21,"47",151,392
"R561","SBS-M86 @ LIVINGSTON PLAZA    ",2020-11-21,"47",141,271
"R562","MTABC - EASTCHESTER 2         ",2020-11-21,"47",176,438
"R563","SBS-B46 @ LIVINGSTON PLAZA    ",2020-11-21,"47",448,979
"R564","SBS-Q44 @ LIVINGSTON PLAZA    ",2020-11-21,"47",497,1073
"R567","SBS-M23 @ LIVINGSTON PLAZA    ",2020-11-21,"47",78,159
"R568","SBS-M79 @ LIVINGSTON PLAZA    ",2020-11-21,"47",41,88
"R569","SBS-BX6 @ LIVINGSTON PLAZA    ",2020-11-21,"47",272,607
"R570","72ND STREET - 2 AVENUE        ",2020-11-21,"47",59826,191604
"R571","86TH STREET - 2 AVENUE        ",2020-11-21,"47",42563,161281
"R572","96TH STREET - 2 AVENUE        ",2020-11-21,"47",33614,113505
"R573","SBS-Q52/53 @ LIVINGSTON PLAZA ",2020-11-21,"47",463,1098
"R574","SBS-B82 @ LIVINGSTON PLAZA    ",2020-11-21,"47",248,717
"R575","SBS-M14 @ LIVINGSTON PLAZA    ",2020-11-21,"47",227,637
"R001","WHITEHALL STREET              ",2020-11-28,"48",27313,155064
"R003","CYPRESS HILLS                 ",2020-11-28,"48",3851,8907
"R004","75TH STREET & ELDERTS LANE    ",2020-11-28,"48",10024,22751
"R005","85TH STREET & FOREST PKWAY    ",2020-11-28,"48",10358,22807
"R006","WOODHAVEN BOULEVARD           ",2020-11-28,"48",11365,27772
"R007","104TH STREET                  ",2020-11-28,"48",6440,15073
"R008","111TH STREET                  ",2020-11-28,"48",5301,12851
"R009","121ST STREET                  ",2020-11-28,"48",5186,12734
"R010","42ND STREET & 8TH AVENUE      ",2020-11-28,"48",36257,210245
"R011","42ND STREET & 8TH AVENUE      ",2020-11-28,"48",98435,410639
"R012","34TH STREET & 8TH AVENUE      ",2020-11-28,"48",71928,369512
"R013","34TH STREET & 8TH AVENUE      ",2020-11-28,"48",23445,123536
"R014","FULTON STREET                 ",2020-11-28,"48",71796,349860
"R015","FIFTH AVENUE                  ",2020-11-28,"48",24711,158396
"R016","LEXINGTON AVENUE              ",2020-11-28,"48",7499,43769
"R017","LEXINGTON AVENUE              ",2020-11-28,"48",40611,209963
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-11-28,"48",115520,298532
"R019","179TH STREET & HILLSIDE AVE   ",2020-11-28,"48",34522,93230
"R020","47-50 STREETS/ROCKEFELLER     ",2020-11-28,"48",72344,368446
"R021","42ND STREET & 6TH AVENUE      ",2020-11-28,"48",47225,262302
"R022","34TH STREET & 6TH AVENUE      ",2020-11-28,"48",102790,436849
"R023","34TH STREET & 6TH AVENUE      ",2020-11-28,"48",65711,319548
"R024","SUTPHIN BOULEVARD             ",2020-11-28,"48",39113,115650
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-11-28,"48",49158,145624
"R027","WALL STREET                   ",2020-11-28,"48",20424,136071
"R028","FULTON & WILLIAM STREETS      ",2020-11-28,"48",31753,164287
"R029","PARK PLACE                    ",2020-11-28,"48",44605,279864
"R030","CHAMBERS STREET               ",2020-11-28,"48",19149,125547
"R031","34TH STREET & 7TH AVENUE      ",2020-11-28,"48",37861,209389
"R032","42ND STREET/TIMES SQUARE      ",2020-11-28,"48",49389,243574
"R033","42ND STREET/TIMES SQUARE      ",2020-11-28,"48",55758,350456
"R034","125TH STREET & BROADWAY       ",2020-11-28,"48",14281,48893
"R035","168TH STREET & BROADWAY       ",2020-11-28,"48",51244,117926
"R036","DYCKMAN STREET                ",2020-11-28,"48",19788,43387
"R037","207TH STREET                  ",2020-11-28,"48",15408,34718
"R038","215TH STREET                  ",2020-11-28,"48",3156,11058
"R039","225TH STREET                  ",2020-11-28,"48",12728,30822
"R040","231ST STREET                  ",2020-11-28,"48",20375,53410
"R041","BOWLING GREEN & BATTERY PL    ",2020-11-28,"48",19905,114066
"R042","BOWLING GREEN & BROADWAY      ",2020-11-28,"48",4499,20974
"R043","WALL STREET                   ",2020-11-28,"48",18367,108509
"R044","BROOKLYN BRIDGE               ",2020-11-28,"48",29782,165310
"R045","42ND STREET & GRAND CENTRAL   ",2020-11-28,"48",10639,115722
"R046","42ND STREET & GRAND CENTRAL   ",2020-11-28,"48",74902,411793
"R047","42ND STREET & GRAND CENTRAL   ",2020-11-28,"48",44501,249837
"R048","42ND STREET & 3RD AVENUE      ",2020-11-28,"48",13843,77314
"R049","51ST STREET & LEXINGTON AVE   ",2020-11-28,"48",19579,125744
"R050","59TH STREET & LEXINGTON AVE   ",2020-11-28,"48",28557,136613
"R051","59TH STREET & LEXINGTON AVE   ",2020-11-28,"48",59300,179656
"R052","WOODLAWN ROAD                 ",2020-11-28,"48",11885,28938
"R053","149TH STREET & 3RD AVENUE     ",2020-11-28,"48",44724,124708
"R054","FIFTH AVENUE & 42ND STREET    ",2020-11-28,"48",18770,84355
"R055","MAIN STREET                   ",2020-11-28,"48",97742,279082
"R056","NEVINS STREET                 ",2020-11-28,"48",14381,60831
"R057","BARCLAYS CENTER               ",2020-11-28,"48",76957,289720
"R058","BERGEN STREET                 ",2020-11-28,"48",4532,26730
"R059","GRAND ARMY PLAZA              ",2020-11-28,"48",10389,49677
"R060","EASTERN PARKWAY               ",2020-11-28,"48",5959,26100
"R061","NOSTRAND AVENUE               ",2020-11-28,"48",7343,24727
"R062","UTICA AVENUE                  ",2020-11-28,"48",52711,137267
"R063","SUTTER AVENUE                 ",2020-11-28,"48",15582,38455
"R064","SARATOGA AVENUE               ",2020-11-28,"48",12969,29706
"R065","ROCKAWAY AVENUE               ",2020-11-28,"48",10803,27420
"R066","JUNIUS STREET                 ",2020-11-28,"48",4619,11947
"R067","PENNSYLVANIA AVENUE           ",2020-11-28,"48",10173,24836
"R068","VAN SICLEN AVENUE             ",2020-11-28,"48",6352,15517
"R069","NEW LOTS AVENUE               ",2020-11-28,"48",11439,28109
"R070","ST GEORGE TERMINAL            ",2020-11-28,"48",10641,49322
"R072","34TH STREET - HUDSON YARDS    ",2020-11-28,"48",28167,140988
"R079","FIFTH AVENUE & 60TH STREET    ",2020-11-28,"48",26092,92960
"R080","57TH STREET & 7TH AVENUE      ",2020-11-28,"48",42539,214406
"R081","49TH STREET & 7TH AVENUE      ",2020-11-28,"48",21645,137007
"R082","28TH STREET & BROADWAY        ",2020-11-28,"48",15371,81793
"R083","23RD STREET & 5TH AVENUE      ",2020-11-28,"48",23438,141301
"R084","59TH STREET/COLUMBUS CIRCLE   ",2020-11-28,"48",98423,461441
"R085","8TH STREET & BROADWAY         ",2020-11-28,"48",18001,114348
"R086","PRINCE STREET & BROADWAY      ",2020-11-28,"48",16665,83565
"R087","CITY HALL                     ",2020-11-28,"48",6308,34974
"R088","CORTLANDT STREET              ",2020-11-28,"48",19134,115292
"R089","JAY ST-METROTECH              ",2020-11-28,"48",4140,23807
"R090","39TH AVENUE & 31ST STREET     ",2020-11-28,"48",5665,17271
"R091","36TH AVENUE & 31ST STREET     ",2020-11-28,"48",13204,40774
"R092","BROADWAY & 31ST STREET        ",2020-11-28,"48",22176,72283
"R093","30TH AVENUE & 31ST STREET     ",2020-11-28,"48",26706,114575
"R094","ASTORIA BLVD & 31ST STREET    ",2020-11-28,"48",17283,
"R095","DITMARS BLVD & 31ST STREET    ",2020-11-28,"48",29388,111647
"R096","82ND STREET-JACKSON HEIGHTS   ",2020-11-28,"48",42829,96663
"R097","JUNCTION BLVD-ROOSEVELT AVE   ",2020-11-28,"48",70048,132912
"R098","CHURCH AVENUE                 ",2020-11-28,"48",34745,77667
"R099","DEKALB AVENUE                 ",2020-11-28,"48",33284,123304
"R100","METROPOLITAN AVENUE           ",2020-11-28,"48",6502,18717
"R101","145TH STREET                  ",2020-11-28,"48",43510,142969
"R102","125TH STREET                  ",2020-11-28,"48",53239,168745
"R103","BROADWAY-EAST NEW YORK        ",2020-11-28,"48",20797,41683
"R104","167TH ST-GRAND CONCOURSE      ",2020-11-28,"48",21981,53314
"R105","14TH STREET & 7TH AVENUE      ",2020-11-28,"48",34054,148011
"R106","CASTLE HILL AVENUE            ",2020-11-28,"48",15091,36698
"R107","WESTCHESTER SQUARE            ",2020-11-28,"48",11809,31087
"R108","BOROUGH HALL - COURT STREET   ",2020-11-28,"48",39483,196837
"R109","CHURCH AVENUE & NOSTRAND AV   ",2020-11-28,"48",20934,55440
"R110","FLATBUSH AVE & NOSTRAND AV    ",2020-11-28,"48",30557,103135
"R111","23RD STREET & 8TH AVENUE      ",2020-11-28,"48",30320,148396
"R112","FORDHAM RD/GRAND CONCOURSE    ",2020-11-28,"48",24759,66615
"R113","SEVENTH AVENUE & WEST 53RD    ",2020-11-28,"48",13004,106272
"R114","PARSONS BLVD & HILLSIDE AV    ",2020-11-28,"48",15739,40135
"R115","169TH STREET & HILLSIDE AVE   ",2020-11-28,"48",16431,46226
"R116","50TH STREET & 7TH AVENUE      ",2020-11-28,"48",20945,157550
"R117","242ND STREET & BROADWAY       ",2020-11-28,"48",12889,35352
"R118","CANAL STREET                  ",2020-11-28,"48",18038,68010
"R119","FORDHAM ROAD & JEROME AVE     ",2020-11-28,"48",25434,58039
"R120","MORRISON AVE & WESTCHESTER    ",2020-11-28,"48",14994,37185
"R121","QUEENSBORO PLAZA              ",2020-11-28,"48",22496,91514
"R122","90TH STREET/ELMHURST AVENUE   ",2020-11-28,"48",50158,105366
"R123","FRANKLIN AVE/EASTERN PKWY     ",2020-11-28,"48",23372,91494
"R124","KINGSTON AVE/EASTERN PKWY     ",2020-11-28,"48",10083,29429
"R125","BROAD STREET & WALL STREET    ",2020-11-28,"48",8095,45208
"R126","175TH STREET/FT WASHINGTON    ",2020-11-28,"48",23758,83173
"R127","JAY ST-METROTECH              ",2020-11-28,"48",42188,221585
"R128","SUTPHIN BLVD-HILLSIDE AVE     ",2020-11-28,"48",11138,28381
"R129","BERGEN STREET-SMITH STREET    ",2020-11-28,"48",17577,74800
"R130","KINGS HIGHWAY-MCDONALD AVE    ",2020-11-28,"48",7118,23518
"R131","23RD STREET-PARK AVE SOUTH    ",2020-11-28,"48",29632,177271
"R132","125TH STREET-LEXINGTON AVE    ",2020-11-28,"48",46733,149794
"R133","MOSHOLU PARKWAY-JEROME AVE    ",2020-11-28,"48",21168,48498
"R134","HUNTERS PT AVE-49TH AVE       ",2020-11-28,"48",9355,38226
"R135","NEWKIRK AVE-NOSTRAND AVE      ",2020-11-28,"48",16168,42642
"R136","SHEEPSHEAD BAY ROAD           ",2020-11-28,"48",28066,72624
"R137","MYRTLE AVE-GATES AVENUE       ",2020-11-28,"48",45501,109253
"R138","WEST 4TH ST-WASHINGTON SQ     ",2020-11-28,"48",56192,282383
"R139","CANAL STREET-LISPENARD ST     ",2020-11-28,"48",22818,126290
"R140","QUEENS PLAZA-JACKSON AVE      ",2020-11-28,"48",15511,85954
"R141","71ST AVE-CONTINENTAL AVE      ",2020-11-28,"48",42444,143457
"R142","ESSEX ST-DELANCEY ST          ",2020-11-28,"48",44864,176536
"R143","28TH STREET-PARK AVE SOUTH    ",2020-11-28,"48",29652,122358
"R144","96TH STREET-LEXINGTON AVE     ",2020-11-28,"48",34453,105735
"R145","241ST ST-WHITE PLAINS RD      ",2020-11-28,"48",9266,25722
"R146","HUNTS PT AVE-SOUTHERN BLVD    ",2020-11-28,"48",23506,59470
"R147","61ST STREET-ROOSEVELT AVE     ",2020-11-28,"48",40051,103722
"R148","PARKSIDE AVE-OCEAN AVE        ",2020-11-28,"48",13611,28424
"R149","NEWKIRK PLAZA                 ",2020-11-28,"48",22314,51443
"R150","AVENUE U-EAST 16TH STREET     ",2020-11-28,"48",15773,37293
"R151","STILLWELL AVE-CONEY ISLAND    ",2020-11-28,"48",25781,56316
"R152","ROCKAWAY PKWY-GLENWOOD RD     ",2020-11-28,"48",16738,53583
"R153","UTICA AVE-STUYVESANT AVE      ",2020-11-28,"48",28787,90510
"R154","TREMONT AVE-179TH ST          ",2020-11-28,"48",20841,53864
"R155","KINGSBRIDGE RD-196TH ST       ",2020-11-28,"48",17324,46455
"R156","BEDFORD PARK BLVD-203RD ST    ",2020-11-28,"48",14997,39513
"R157","205TH ST-BAINBRIDGE AVE       ",2020-11-28,"48",19247,47880
"R158","UNION TURNPIKE-KEW GARDENS    ",2020-11-28,"48",37415,126652
"R159","116TH STREET-COLUMBIA         ",2020-11-28,"48",13528,101519
"R160","ASTOR PLACE-4 AVENUE          ",2020-11-28,"48",20182,107216
"R161","KINGSBRIDGE RD-JEROME AVE     ",2020-11-28,"48",20698,54457
"R162","ELDER AVE-WESTCHESTER AVE     ",2020-11-28,"48",18172,40136
"R163","14TH STREET-6TH AVENUE        ",2020-11-28,"48",33331,148749
"R164","66TH STREET-BROADWAY          ",2020-11-28,"48",24037,147571
"R165","TOMPKINSVILLE                 ",2020-11-28,"48",1439,2954
"R166","79TH STREET-BROADWAY          ",2020-11-28,"48",25669,92009
"R167","86TH STREET-BROADWAY          ",2020-11-28,"48",30760,111815
